contribution	date	full_text	helpful	rating	title	user
289	August 31, 2012	"While in New york you have to catch a show in Broadway to complete your experience. My choice was to see the Lion King at the Minksoff theater. I don't don't think that as an amateur I can give a full review of the show, this has probably been reviewed extensively by other professional critics. But no matter how amateur you can be, you will definitely develop an opinion after seeing the show. We paid around USD 169 for the ticket and were seated in the mezzanine area over looking the stage, we had a wonderful view of the entire show. This is mainly due to the distribution of seats at the Minksoff, where no matter where you are seated you will surely get a panoramic view of the play.  The show is a two hour long aggregation of magical artistic representations. You are awed every single minute by the roles that those artists perform. Simba, scar, Pumba, Timon...I can really say that they are better than in the cartoon. The show is accompanied by state of the art soundtrack that keeps you immersed in the context of the show all along both hours.  There is not one single act that does not capture your breath away. I was really impressed and touched by the ""He lives in you"" act where Simba decides to go back to pride rock. The beauty of this act cannot even be captured by the video.  The Lion King is highly recommended while on visit to NYC "	408	5	Magic, beauty and wonder	SagaLEB
12	August 31, 2012	The ticket prices were expensive for a family (no rush seats available on this one during the time we were in NYC) but worth it to see the look on my kids' faces when the show started and the characters started coming out. My 15 year old became child like again in her wonder and excitement! This alone made it priceless!	36	5	Magical Night	TEPE
18	August 31, 2012	Two teenagers who also loved the performance. We bought the tickets at the theatre, sat in the orchestra section to the left, great seats for $119 each. The animals came down the aisle which was nice. Some people said it was cold in the theatre so we brought sweaters, but we did not find it cold.	32	5	Stunning	Sandi C
59	September 1, 2012	An excellent theatre experience! Don't miss it when in NYC. It has a terrific character imagination and performance from everyone is excellent, not to say less from the music and scenery. A must!	48	5	Extraordinary is the least to say!	Joaq
86	August 29, 2012	We've been to Lion King, because we tought that our 9 year old son would love. We all liked it, but our son almost slept in second half. Maybe because he is not so much fan of Lion king. The decoration, dances and costumes are lovely. I was expecting a bigger theater and bought more expensive tickets. Actually it is not so big. Back seats would be allright too.	57	4	Good but not perfect	ngok
69	August 30, 2012	My wife loved the entire production. The costumes were absolutely fantastic. When they actually sang songs, it was very good. Just too much yelling and jumping around for me.	27	4	Great Costumes	Macombvan
1457	August 30, 2012	The Lion King is one of those musicals that has a good musical score, fine singing, and good props but doesn't stay with me like Phantom of the Opera, Miss Saigon, or Les Miserables. I don't find myself humming the tunes in Lion King like I have done with the above-mentioned musicals. Could be largely personal taste. Having said this, this production is a fun, if inane spectacle that would particularly likely be enjoyed by a family with school-age children. I am sure the kids will like Simba! The play's location in the Minskoff Theater is right in the heart of the Theater District near Times Square and thus near good restaurants (including Restaurant Row) and hotels.	538	4	GOOD MUSIC AND PROPS, INANE STORY LINE BUT FUN	VAChuck
44	August 30, 2012	This is a fantastic show. I expected the performances to be superb, but it was the costumes, sets, and action that really blew me away!	15	5	Captivating and Creative!	DMynar
47	August 23, 2012	The staging, the costumes are the best a show has to offer. I go to Broadway shows often this is First Rate. It s rare that a show is for all ages this is the one. The songs you I'll sing for many years	25	5	Out of this world	Lewis T
17	August 26, 2012	I enjoyed Lion King so much I went to see it twice. The second time I sat in the first row and was thrilled when the animals made their grand entrance down the aisle to the stage and I could see up close how they were constructed. It was fascinating to see how the hyenas maniputed their customes. The music was fabulous. Definitely worth seeing up close and from afar for a different perspective.	17	5	Lion King Super!	Rhomeym
4	August 27, 2012	The Lion King on broadway is a must see while in NY! Excellent show!!! Wonderful for families and it really is one of the best broadway has to offer!	2	5	Amazing show!	missa685
60	August 28, 2012	I loved every minute of this show and hope I get the opportunity to see it again sometime. It was very stirring and was a highlight of our recent trip to New York. Loved the performers, totally engrossed and enjoying their work, the costumes were outstanding, music spine-tingling. The only downside was the seats being a little bit uncomfortable, but after the time the show has been on, the theatre was packed and the seats became unimportant. We had perfect mezzanine seats and could have reached out and touched the performers who started from this point at the beginning of the show and parallel with the musician in the orchestra box. Well worth the money and I would pay it again at the drop of a hat. Fantastic performance.	38	5	Spectacular	taumanu
21	October 6, 2012	I was so glad that we decided to attend a performance, it was amazing. We actually had ordered the cheaper tickets, balcony, but when we arrived I realized that there are no really bad seats. It was my first Broadway show in many years, but while people dress more casual, everyone was dressed nice. 	5	5	What fun!!	magicsmom
3	October 8, 2012	This was awful---REALLy Awful!!! Others have already made my comments for me. I only wish that I had checked here before purchasing tickets. Performances were 'phoned in' and uninspired. Story line was poor. I usually leave the theatre singing show songs for several days. My niece, who accompanied me, said it best when she shared that she was surprised that the cast could make Elton John's beautiful songs seem lame or worse. Do NOT waste your money!	4	1	I wanted my money back after 15 minutes	wendy s
160	October 10, 2012	The Lion King is by far the best live performance I have ever seen! If you're in New York, this is a MUST. 	80	5	Amazing!	USCTrojansFan23
